cantante,nacionalidad,fecha_nac,concierto,num_canciones,duracion,recinto,pais,continente,max_entradas,entradas_vendidas
Justin Bieber,Canadiense,1994-03-01 00:00:00,Justice World Tour,22,110,Camp Nou,España,Europa,99000,50827
Billie Eilish,Estadounidense,2001-12-18 00:00:00,When We All Fall Asleep Tour,22,105,AT&T Stadium,Estados Unidos,América del Norte,80000,45926
Harry Styles,Británico,1994-02-01 00:00:00,Love On Tour,22,110,Accor Arena,Francia,Europa,20000,13551
Coldplay,Británico,2000-01-01 00:00:00,Mylo Xyloto Tour,22,110,Palau Sant Jordi,España,Europa,18000,17060
Lorde,Neozelandesa,1996-11-07 00:00:00,Melodrama World Tour,18,100,Rod Laver Arena,Australia,Oceanía,15000,13456
Harry Styles,Británico,1994-02-01 00:00:00,Harry Styles Live Tour,17,100,Scotiabank Arena,Canadá,América del Norte,20000,12606
Coldplay,Británico,2000-01-01 00:00:00,A Head Full of Dreams Tour,24,120,Rod Laver Arena,Australia,Oceanía,15000,10835
Maroon 5,Estadounidense,2000-01-01 00:00:00,Red Pill Blues Tour,22,110,Madison Square Garden,Estados Unidos,América del Norte,20000,17665
Katy Perry,Estadounidense,1984-10-25 00:00:00,Play Residency,19,95,Allianz Arena,Alemania,Europa,75000,56452
Coldplay,Británico,2000-01-01 00:00:00,Music of the Spheres World Tour,25,125,AT&T Stadium,Estados Unidos,América del Norte,80000,62652
The Weeknd,Canadiense,1990-02-16 00:00:00,After Hours Til Dawn Tour,30,140,Olympic Stadium,Reino Unido,Europa,60000,52716
The Weeknd,Canadiense,1990-02-16 00:00:00,Madness Fall Tour,22,110,Camp Nou,España,Europa,99000,70640
Ed Sheeran,Británico,1991-02-17 00:00:00,Multiply Tour,17,100,Arena Corinthians,Brasil,América del Sur,49000,48670
Maroon 5,Estadounidense,2000-01-01 00:00:00,Red Pill Blues Tour,22,110,Estadio Azteca,México,América del Norte,87000,79901
Selena Gomez,Estadounidense,1992-07-22 00:00:00,We Own the Night Tour,15,90,Olympic Stadium,Reino Unido,Europa,60000,30873
Sam Smith,Británico,1992-05-19 00:00:00,In the Lonely Hour Tour,16,90,Arena Corinthians,Brasil,América del Sur,49000,26200
Coldplay,Británico,2000-01-01 00:00:00,A Head Full of Dreams Tour,24,120,MetLife Stadium,Estados Unidos,América del Norte,82500,52292
Ariana Grande,Estadounidense,1993-06-26 00:00:00,Dangerous Woman Tour,22,110,SoFi Stadium,Estados Unidos,América del Norte,70000,37771
Katy Perry,Estadounidense,1984-10-25 00:00:00,California Dreams Tour,22,110,Maracanã Stadium,Brasil,América del Sur,78000,61204
Ariana Grande,Estadounidense,1993-06-26 00:00:00,Sweetener World Tour,26,125,Rogers Centre,Canadá,América del Norte,50000,28496
Katy Perry,Estadounidense,1984-10-25 00:00:00,Prismatic World Tour,24,120,WiZink Center,España,Europa,17000,15248
Billie Eilish,Estadounidense,2001-12-18 00:00:00,When We All Fall Asleep Tour,22,105,Staples Center,Estados Unidos,América del Norte,20000,16880
Katy Perry,Estadounidense,1984-10-25 00:00:00,Prismatic World Tour,24,120,Mercedes-Benz Stadium,Estados Unidos,América del Norte,71000,63958
Dua Lipa,Británica,1995-08-22 00:00:00,Future Nostalgia Tour,22,110,River Plate Stadium,Argentina,América del Sur,83000,57641
Katy Perry,Estadounidense,1984-10-25 00:00:00,Play Residency,19,95,Staples Center,Estados Unidos,América del Norte,20000,10182
Katy Perry,Estadounidense,1984-10-25 00:00:00,California Dreams Tour,22,110,Scotiabank Arena,Canadá,América del Norte,20000,15158
Bruno Mars,Estadounidense,1985-10-08 00:00:00,24K Magic World Tour,22,110,Staples Center,Estados Unidos,América del Norte,20000,15470
Halsey,Estadounidense,1994-09-29 00:00:00,Hopeless Fountain Kingdom Tour,18,100,MetLife Stadium,Estados Unidos,América del Norte,82500,57499
Ariana Grande,Estadounidense,1993-06-26 00:00:00,Dangerous Woman Tour,22,110,Estadio Azteca,México,América del Norte,87000,75051
Dua Lipa,Británica,1995-08-22 00:00:00,The Self-Titled Tour,16,95,Movistar Arena Madrid,España,Europa,17000,15876
Ariana Grande,Estadounidense,1993-06-26 00:00:00,Sweetener World Tour,26,125,Rose Bowl Stadium,Estados Unidos,América del Norte,88000,50865
Justin Bieber,Canadiense,1994-03-01 00:00:00,Justice World Tour,22,110,United Center,Estados Unidos,América del Norte,21000,19158
Bruno Mars,Estadounidense,1985-10-08 00:00:00,24K Magic World Tour,22,110,Arena Ciudad de México,México,América del Norte,22000,16179
Imagine Dragons,Estadounidense,2000-01-01 00:00:00,Evolve World Tour,20,105,Estadio Azteca,México,América del Norte,87000,57283
Billie Eilish,Estadounidense,2001-12-18 00:00:00,Happier Than Ever Tour,24,110,River Plate Stadium,Argentina,América del Sur,83000,66586
Lorde,Neozelandesa,1996-11-07 00:00:00,Solar Power Tour,17,95,Maracanã Stadium,Brasil,América del Sur,78000,46834
Selena Gomez,Estadounidense,1992-07-22 00:00:00,Stars Dance Tour,17,95,Estadio Azteca,México,América del Norte,87000,74728
Halsey,Estadounidense,1994-09-29 00:00:00,Hopeless Fountain Kingdom Tour,18,100,SoFi Stadium,Estados Unidos,América del Norte,70000,42757
Bruno Mars,Estadounidense,1985-10-08 00:00:00,24K Magic World Tour,22,110,Allianz Arena,Alemania,Europa,75000,59652
Selena Gomez,Estadounidense,1992-07-22 00:00:00,Stars Dance Tour,17,95,AT&T Stadium,Estados Unidos,América del Norte,80000,78762
Halsey,Estadounidense,1994-09-29 00:00:00,Hopeless Fountain Kingdom Tour,18,100,Rod Laver Arena,Australia,Oceanía,15000,7513
Lorde,Neozelandesa,1996-11-07 00:00:00,Solar Power Tour,17,95,Camp Nou,España,Europa,99000,86046
Dua Lipa,Británica,1995-08-22 00:00:00,The Self-Titled Tour,16,95,Palau Sant Jordi,España,Europa,18000,10167
The Weeknd,Canadiense,1990-02-16 00:00:00,After Hours Til Dawn Tour,30,140,O2 Arena,Reino Unido,Europa,20000,17430
Sam Smith,Británico,1992-05-19 00:00:00,In the Lonely Hour Tour,16,90,Arena Corinthians,Brasil,América del Sur,49000,36980
Lorde,Neozelandesa,1996-11-07 00:00:00,Solar Power Tour,17,95,Sydney Olympic Park,Australia,Oceanía,83000,55289
Halsey,Estadounidense,1994-09-29 00:00:00,Hopeless Fountain Kingdom Tour,18,100,Foro Sol,México,América del Norte,65000,53034
Katy Perry,Estadounidense,1984-10-25 00:00:00,Play Residency,19,95,Estadio Azteca,México,América del Norte,87000,84714
Coldplay,Británico,2000-01-01 00:00:00,Viva la Vida Tour,20,105,SoFi Stadium,Estados Unidos,América del Norte,70000,62362
Imagine Dragons,Estadounidense,2000-01-01 00:00:00,Mercury World Tour,22,110,National Stadium Singapore,Singapur,Asia,55000,35057
Billie Eilish,Estadounidense,2001-12-18 00:00:00,Happier Than Ever Tour,24,110,SoFi Stadium,Estados Unidos,América del Norte,70000,39197
Sam Smith,Británico,1992-05-19 00:00:00,Thrill of It All Tour,19,100,Wembley Stadium,Reino Unido,Europa,90000,51606
Justin Bieber,Canadiense,1994-03-01 00:00:00,Purpose World Tour,24,115,Tokyo Dome,Japón,Asia,55000,50233
Maroon 5,Estadounidense,2000-01-01 00:00:00,World Tour,20,105,Movistar Arena Madrid,España,Europa,17000,11671
Katy Perry,Estadounidense,1984-10-25 00:00:00,Prismatic World Tour,24,120,Movistar Arena Madrid,España,Europa,17000,12798
Justin Bieber,Canadiense,1994-03-01 00:00:00,Purpose World Tour,24,115,Santiago Bernabéu,España,Europa,81000,62759
Rihanna,Barbadense,1988-02-20 00:00:00,Loud Tour,22,110,MetLife Stadium,Estados Unidos,América del Norte,82500,51325
Maroon 5,Estadounidense,2000-01-01 00:00:00,Overexposed Tour,18,95,Olympic Stadium,Reino Unido,Europa,60000,35710
Imagine Dragons,Estadounidense,2000-01-01 00:00:00,Mercury World Tour,22,110,Movistar Arena Madrid,España,Europa,17000,14382
Coldplay,Británico,2000-01-01 00:00:00,Viva la Vida Tour,20,105,Olympic Stadium,Reino Unido,Europa,60000,34901
Ariana Grande,Estadounidense,1993-06-26 00:00:00,Sweetener World Tour,26,125,United Center,Estados Unidos,América del Norte,21000,18019
Imagine Dragons,Estadounidense,2000-01-01 00:00:00,Mercury World Tour,22,110,Tokyo Dome,Japón,Asia,55000,49869
Harry Styles,Británico,1994-02-01 00:00:00,Harry Styles Live Tour,17,100,Camp Nou,España,Europa,99000,81941
Ed Sheeran,Británico,1991-02-17 00:00:00,Divide Tour,22,115,Olympic Stadium,Reino Unido,Europa,60000,58894
Halsey,Estadounidense,1994-09-29 00:00:00,Hopeless Fountain Kingdom Tour,18,100,AT&T Stadium,Estados Unidos,América del Norte,80000,61486
Imagine Dragons,Estadounidense,2000-01-01 00:00:00,Mercury World Tour,22,110,Accor Arena,Francia,Europa,20000,11568
Billie Eilish,Estadounidense,2001-12-18 00:00:00,Happier Than Ever Tour,24,110,Accor Arena,Francia,Europa,20000,12030
Sam Smith,Británico,1992-05-19 00:00:00,Gloria Tour,20,105,Olympic Stadium,Reino Unido,Europa,60000,58272
Coldplay,Británico,2000-01-01 00:00:00,A Head Full of Dreams Tour,24,120,Movistar Arena Madrid,España,Europa,17000,9755
Beyonce,Estadounidense,1981-09-04 00:00:00,Mrs Carter Show World Tour,30,135,Movistar Arena Madrid,España,Europa,17000,15600
Halsey,Estadounidense,1994-09-29 00:00:00,Manic World Tour,20,105,WiZink Center,España,Europa,17000,11108
Rihanna,Barbadense,1988-02-20 00:00:00,Loud Tour,22,110,Santiago Bernabéu,España,Europa,81000,75484
Ed Sheeran,Británico,1991-02-17 00:00:00,Divide Tour,22,115,Allianz Arena,Alemania,Europa,75000,63934
Maroon 5,Estadounidense,2000-01-01 00:00:00,Red Pill Blues Tour,22,110,National Stadium Singapore,Singapur,Asia,55000,39997
Harry Styles,Británico,1994-02-01 00:00:00,Love On Tour,22,110,Foro Sol,México,América del Norte,65000,33916
Taylor Swift,Estadounidense,1989-12-13 00:00:00,Red Tour,17,100,Staples Center,Estados Unidos,América del Norte,20000,12106
Billie Eilish,Estadounidense,2001-12-18 00:00:00,When We All Fall Asleep Tour,22,105,Rod Laver Arena,Australia,Oceanía,15000,9536
Maroon 5,Estadounidense,2000-01-01 00:00:00,Red Pill Blues Tour,22,110,National Stadium Singapore,Singapur,Asia,55000,46335
Coldplay,Británico,2000-01-01 00:00:00,Mylo Xyloto Tour,22,110,Staples Center,Estados Unidos,América del Norte,20000,18893
Katy Perry,Estadounidense,1984-10-25 00:00:00,Witness Tour,22,110,Arena Corinthians,Brasil,América del Sur,49000,48346
Shawn Mendes,Canadiense,1998-08-08 00:00:00,Illuminate World Tour,18,95,Movistar Arena Madrid,España,Europa,17000,10534
Katy Perry,Estadounidense,1984-10-25 00:00:00,California Dreams Tour,22,110,Olympic Stadium,Reino Unido,Europa,60000,44352
Justin Bieber,Canadiense,1994-03-01 00:00:00,Justice World Tour,22,110,Maracanã Stadium,Brasil,América del Sur,78000,65768
The Weeknd,Canadiense,1990-02-16 00:00:00,Madness Fall Tour,22,110,Rose Bowl Stadium,Estados Unidos,América del Norte,88000,48734
Selena Gomez,Estadounidense,1992-07-22 00:00:00,We Own the Night Tour,15,90,Olympic Stadium,Reino Unido,Europa,60000,56969
Ed Sheeran,Británico,1991-02-17 00:00:00,Divide Tour,22,115,Sydney Olympic Park,Australia,Oceanía,83000,77895
Ariana Grande,Estadounidense,1993-06-26 00:00:00,Dangerous Woman Tour,22,110,Sydney Olympic Park,Australia,Oceanía,83000,46091
Ed Sheeran,Británico,1991-02-17 00:00:00,Mathematics Tour,24,120,Accor Arena,Francia,Europa,20000,15020
Justin Bieber,Canadiense,1994-03-01 00:00:00,Purpose World Tour,24,115,Santiago Bernabéu,España,Europa,81000,49395
Beyonce,Estadounidense,1981-09-04 00:00:00,Formation World Tour,32,140,Olympic Stadium,Reino Unido,Europa,60000,52613
Halsey,Estadounidense,1994-09-29 00:00:00,Manic World Tour,20,105,Santiago Bernabéu,España,Europa,81000,50865
Beyonce,Estadounidense,1981-09-04 00:00:00,On the Run II Tour,36,160,National Stadium Singapore,Singapur,Asia,55000,37138
Bruno Mars,Estadounidense,1985-10-08 00:00:00,Doo-Wops & Hooligans Tour,17,95,Rogers Centre,Canadá,América del Norte,50000,42755
Coldplay,Británico,2000-01-01 00:00:00,Viva la Vida Tour,20,105,River Plate Stadium,Argentina,América del Sur,83000,68797
Bruno Mars,Estadounidense,1985-10-08 00:00:00,24K Magic World Tour,22,110,Olympic Stadium,Reino Unido,Europa,60000,30734
Shawn Mendes,Canadiense,1998-08-08 00:00:00,Shawn Mendes: The Tour,22,110,Rose Bowl Stadium,Estados Unidos,América del Norte,88000,69885
Beyonce,Estadounidense,1981-09-04 00:00:00,Mrs Carter Show World Tour,30,135,Rose Bowl Stadium,Estados Unidos,América del Norte,88000,67591
Billie Eilish,Estadounidense,2001-12-18 00:00:00,Happier Than Ever Tour,24,110,Camp Nou,España,Europa,99000,55761
Justin Bieber,Canadiense,1994-03-01 00:00:00,Justice World Tour,22,110,O2 Arena,Reino Unido,Europa,20000,10107
Rihanna,Barbadense,1988-02-20 00:00:00,Loud Tour,22,110,Olympic Stadium,Reino Unido,Europa,60000,47101
Taylor Swift,Estadounidense,1989-12-13 00:00:00,The Eras Tour,45,195,Rod Laver Arena,Australia,Oceanía,15000,12761
Beyonce,Estadounidense,1981-09-04 00:00:00,On the Run II Tour,36,160,Foro Sol,México,América del Norte,65000,56973
Katy Perry,Estadounidense,1984-10-25 00:00:00,California Dreams Tour,22,110,O2 Arena,Reino Unido,Europa,20000,15252
The Weeknd,Canadiense,1990-02-16 00:00:00,Madness Fall Tour,22,110,Santiago Bernabéu,España,Europa,81000,80493
Rihanna,Barbadense,1988-02-20 00:00:00,Diamonds World Tour,24,120,Movistar Arena Madrid,España,Europa,17000,11138
Halsey,Estadounidense,1994-09-29 00:00:00,Hopeless Fountain Kingdom Tour,18,100,Scotiabank Arena,Canadá,América del Norte,20000,14581
Halsey,Estadounidense,1994-09-29 00:00:00,Manic World Tour,20,105,Rogers Centre,Canadá,América del Norte,50000,42834
Imagine Dragons,Estadounidense,2000-01-01 00:00:00,Night Visions Tour,17,95,Wembley Stadium,Reino Unido,Europa,90000,52236
The Weeknd,Canadiense,1990-02-16 00:00:00,Starboy Tour,26,120,Sydney Olympic Park,Australia,Oceanía,83000,54583
Dua Lipa,Británica,1995-08-22 00:00:00,Future Nostalgia Tour,22,110,Olympic Stadium,Reino Unido,Europa,60000,45113
Halsey,Estadounidense,1994-09-29 00:00:00,Manic World Tour,20,105,Estadio Azteca,México,América del Norte,87000,81665
Lorde,Neozelandesa,1996-11-07 00:00:00,Melodrama World Tour,18,100,Mercedes-Benz Stadium,Estados Unidos,América del Norte,71000,40728
Ariana Grande,Estadounidense,1993-06-26 00:00:00,Sweetener World Tour,26,125,Rod Laver Arena,Australia,Oceanía,15000,13596
Dua Lipa,Británica,1995-08-22 00:00:00,The Self-Titled Tour,16,95,National Stadium Singapore,Singapur,Asia,55000,30002
The Weeknd,Canadiense,1990-02-16 00:00:00,Starboy Tour,26,120,Staples Center,Estados Unidos,América del Norte,20000,14645
Selena Gomez,Estadounidense,1992-07-22 00:00:00,Stars Dance Tour,17,95,National Stadium Singapore,Singapur,Asia,55000,47296
Dua Lipa,Británica,1995-08-22 00:00:00,The Self-Titled Tour,16,95,Palau Sant Jordi,España,Europa,18000,17243
Selena Gomez,Estadounidense,1992-07-22 00:00:00,We Own the Night Tour,15,90,Sydney Olympic Park,Australia,Oceanía,83000,65575
Rihanna,Barbadense,1988-02-20 00:00:00,Anti World Tour,22,110,Scotiabank Arena,Canadá,América del Norte,20000,17910
Bruno Mars,Estadounidense,1985-10-08 00:00:00,Moonshine Jungle Tour,20,105,Scotiabank Arena,Canadá,América del Norte,20000,15768
Bruno Mars,Estadounidense,1985-10-08 00:00:00,24K Magic World Tour,22,110,Arena Corinthians,Brasil,América del Sur,49000,45673
Lorde,Neozelandesa,1996-11-07 00:00:00,Solar Power Tour,17,95,National Stadium Singapore,Singapur,Asia,55000,52213
Billie Eilish,Estadounidense,2001-12-18 00:00:00,Happier Than Ever Tour,24,110,Movistar Arena Madrid,España,Europa,17000,14156
Halsey,Estadounidense,1994-09-29 00:00:00,Hopeless Fountain Kingdom Tour,18,100,Olympic Stadium,Reino Unido,Europa,60000,48729
Lorde,Neozelandesa,1996-11-07 00:00:00,Solar Power Tour,17,95,Scotiabank Arena,Canadá,América del Norte,20000,12994
Sam Smith,Británico,1992-05-19 00:00:00,In the Lonely Hour Tour,16,90,Allianz Arena,Alemania,Europa,75000,48417
Shawn Mendes,Canadiense,1998-08-08 00:00:00,Shawn Mendes: The Tour,22,110,Accor Arena,Francia,Europa,20000,16646
Shawn Mendes,Canadiense,1998-08-08 00:00:00,Shawn Mendes: The Tour,22,110,Palau Sant Jordi,España,Europa,18000,12862
Katy Perry,Estadounidense,1984-10-25 00:00:00,California Dreams Tour,22,110,Movistar Arena Madrid,España,Europa,17000,13280
Beyonce,Estadounidense,1981-09-04 00:00:00,Mrs Carter Show World Tour,30,135,Tokyo Dome,Japón,Asia,55000,45923
Harry Styles,Británico,1994-02-01 00:00:00,Harry Styles Live Tour,17,100,Olympic Stadium,Reino Unido,Europa,60000,32548
Billie Eilish,Estadounidense,2001-12-18 00:00:00,Happier Than Ever Tour,24,110,Olympic Stadium,Reino Unido,Europa,60000,30092
Ariana Grande,Estadounidense,1993-06-26 00:00:00,Dangerous Woman Tour,22,110,Tokyo Dome,Japón,Asia,55000,54974
Dua Lipa,Británica,1995-08-22 00:00:00,The Self-Titled Tour,16,95,AT&T Stadium,Estados Unidos,América del Norte,80000,70942
Imagine Dragons,Estadounidense,2000-01-01 00:00:00,Mercury World Tour,22,110,Accor Arena,Francia,Europa,20000,13542
Harry Styles,Británico,1994-02-01 00:00:00,Love On Tour,22,110,United Center,Estados Unidos,América del Norte,21000,13117
Maroon 5,Estadounidense,2000-01-01 00:00:00,V Tour,19,100,Estadio Azteca,México,América del Norte,87000,57547
Billie Eilish,Estadounidense,2001-12-18 00:00:00,Happier Than Ever Tour,24,110,Olympic Stadium,Reino Unido,Europa,60000,41264
Selena Gomez,Estadounidense,1992-07-22 00:00:00,Stars Dance Tour,17,95,Palau Sant Jordi,España,Europa,18000,11389
Imagine Dragons,Estadounidense,2000-01-01 00:00:00,Smoke + Mirrors Tour,19,100,National Stadium Singapore,Singapur,Asia,55000,50977
Bruno Mars,Estadounidense,1985-10-08 00:00:00,Moonshine Jungle Tour,20,105,O2 Arena,Reino Unido,Europa,20000,16596
Sam Smith,Británico,1992-05-19 00:00:00,In the Lonely Hour Tour,16,90,Santiago Bernabéu,España,Europa,81000,62298
Selena Gomez,Estadounidense,1992-07-22 00:00:00,Revival Tour,20,105,Arena Ciudad de México,México,América del Norte,22000,20210
Halsey,Estadounidense,1994-09-29 00:00:00,Manic World Tour,20,105,Arena Corinthians,Brasil,América del Sur,49000,29708
Lorde,Neozelandesa,1996-11-07 00:00:00,Solar Power Tour,17,95,Madison Square Garden,Estados Unidos,América del Norte,20000,10039
Beyonce,Estadounidense,1981-09-04 00:00:00,On the Run II Tour,36,160,Foro Sol,México,América del Norte,65000,38015
Lorde,Neozelandesa,1996-11-07 00:00:00,Solar Power Tour,17,95,Staples Center,Estados Unidos,América del Norte,20000,11699
Halsey,Estadounidense,1994-09-29 00:00:00,Hopeless Fountain Kingdom Tour,18,100,Maracanã Stadium,Brasil,América del Sur,78000,45414
Ed Sheeran,Británico,1991-02-17 00:00:00,Divide Tour,22,115,Olympic Stadium,Reino Unido,Europa,60000,51211
The Weeknd,Canadiense,1990-02-16 00:00:00,Madness Fall Tour,22,110,Palau Sant Jordi,España,Europa,18000,12414
Halsey,Estadounidense,1994-09-29 00:00:00,Hopeless Fountain Kingdom Tour,18,100,Tokyo Dome,Japón,Asia,55000,34182
Shawn Mendes,Canadiense,1998-08-08 00:00:00,Illuminate World Tour,18,95,Estadio Azteca,México,América del Norte,87000,44609
Ariana Grande,Estadounidense,1993-06-26 00:00:00,Dangerous Woman Tour,22,110,Olympic Stadium,Reino Unido,Europa,60000,41451
Ed Sheeran,Británico,1991-02-17 00:00:00,Multiply Tour,17,100,Madison Square Garden,Estados Unidos,América del Norte,20000,16517
Katy Perry,Estadounidense,1984-10-25 00:00:00,Prismatic World Tour,24,120,Staples Center,Estados Unidos,América del Norte,20000,15470
Beyonce,Estadounidense,1981-09-04 00:00:00,Mrs Carter Show World Tour,30,135,Santiago Bernabéu,España,Europa,81000,41972
Sam Smith,Británico,1992-05-19 00:00:00,Gloria Tour,20,105,Tokyo Dome,Japón,Asia,55000,28768
